,name,price,rating,features
95,Huawei Watch Fit 4,"₹12,999",58,"Bluetooth 5.2, GPS, NFC, Bluetooth Calling, 1.82 inches Touch Display, Water Resistant, 50 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Step Count"
96,Titan Heritage Smartwatch,"₹11,995",55,"Bluetooth, GPS, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
97,boAt Chrome Horizon Smartwatch,"₹3,299",54,"Bluetooth 5.3, Bluetooth Calling, 1.51 inches Touch Display, Water Resistant, IP68 Dust, Sweat And Splash Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
98,Cellecor M5 Plus Smartwatch,₹899,,"Bluetooth 5.4, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 6 days Battery"
99,Amazfit Active 2 Smartwatch (Standard),"₹9,999",59,"Bluetooth 5.2, GPS, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, 50 m, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
100,Cellecor E7 Cosmic Smartwatch,"₹1,099",,"Bluetooth 5.4, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, Pedometer, Sleep Monitor, Step Count, 6 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
101,OnePlus Watch 3 Mini,"₹21,999",,"Wi-Fi, Bluetooth 5.2, GPS, NFC, Voice Calling, 2 GB RAM, 32 GB Inbuilt, 1.32 inches Touch Display, Water Resistant, 50 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
102,Huawei Watch 5 (46mm),"₹32,999",,"Wi-Fi, Bluetooth 5.2, GPS, NFC, 3G, 4G, VoLTE, Voice Calling, 2 GB RAM, 16 GB Inbuilt, 1.5 inches Touch Display, Water Resistant, 50 m, IP69, Dust Proof, Heart Rate Monitor"
103,Huawei Watch Fit 4 Pro,"₹20,999",62,"Bluetooth 5.2, GPS, NFC, Bluetooth Calling, 1.82 inches Touch Display, Water Resistant, 50 m, IP6X, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Step Count"
104,Garmin Vivoactive 6 Smartwatch,"₹39,990",77,"Wi-Fi, Bluetooth, GPS, 8 GB Inbuilt, 1.2 inches Touch Display, Water Resistant, 50 m, 5ATM, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
105,Vivo Watch 5 Bluetooth,"₹9,599",77,"Bluetooth 5.4, GPS, NFC, Bluetooth Calling, 4 GB RAM, 64 MB Inbuilt, 1.43 inches Touch Display, Water Resistant, 50 m, 5ATM, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
106,Oppo Watch X2 Mini,"₹17,999",,"Wi-Fi, Bluetooth 5.2, GPS, NFC, Bluetooth Calling, 2 GB RAM, 32 GB Inbuilt, 1.32 inches Touch Display, Water Resistant, 50 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
107,Cellecor Swift E6 Smartwatch,"₹1,199",52,"Bluetooth 5.3, Bluetooth Calling, 1.72 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
108,boAt Storm Infinity Smartwatch,"₹1,199",52,"Bluetooth 5.4, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 15 days Battery"
109,Nervfit MyCLNQ Pulse Smartwatch,₹947,53,"Bluetooth 5.2, GPS, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, 5 m, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
110,Amazfit Active 2 Smartwatch (Premium),"₹11,999",61,"Bluetooth 5.2, GPS, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, 50 m, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
111,Lava Prowatch X,"₹4,499",64,"Bluetooth 5.3, GPS, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
112,Itel Alpha Pro Smartwatch,"₹1,709",51,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
113,Maxima Max Pro Active Smartwatch,"₹1,299",,"Bluetooth 5.2, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, 1 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
114,Xiaomi Watch 3 Pro,"₹19,999",61,"Bluetooth 5.3, GPS, Bluetooth Calling, 1.81 inches Touch Display, Water Resistant, 50 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
115,Polar Ignite 3 Braided Yarn Edition,"₹31,999",69,"Bluetooth 5.1, GPS, Bluetooth Calling, 1.28 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
116,Noise ColorFit Victor 2 Smartwatch,"₹2,499",,"Bluetooth, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
117,Samsung Galaxy Watch Active 3,"₹22,999",58,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
118,boAt Ultima Prime Smartwatch,"₹2,199",,"Bluetooth 5.3, Bluetooth Calling, 1.4 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 10 days Battery"
119,boAt Ultima Ember Smartwatch,"₹1,899",,"Bluetooth 5.3, Bluetooth Calling, 1.9 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
120,Noise ColorFit Pro 7 Max Smartwatch,"₹5,499",,"Bluetooth 5.3, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
121,Realme Watch S3,"₹5,499",53,"Bluetooth 5.3, Bluetooth Calling, 1.46 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
122,Boult Dire Smartwatch,"₹1,199",,"Bluetooth 5.3, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
123,Haylou Iron N1 Smartwatch,"₹4,300",66,"Bluetooth 5.3, Bluetooth Calling, 2.13 inches Touch Display, Water Resistant, 50 m, MIL-STD 810H, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
124,Oppo Watch X2 (46mm),"₹19,999",,"Wi-Fi, Bluetooth 5.2, GPS, NFC, Voice Calling, 2 GB RAM, 32 GB Inbuilt, 1.5 inches Touch Display, Water Resistant, 50 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
125,Pebble Revolve Pro Smartwatch,"₹3,299",,"Bluetooth 5.1, 1.43 inches Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, 1 year Warranty"
126,OnePlus Watch 3 Pro,"₹20,999",,"Wi-Fi, Bluetooth, GPS, NFC, 4G, VoLTE, Voice Calling, 3 GB RAM, 32 GB Inbuilt, 1.48 inches Touch Display, Water Resistant, 50 m, IP68, Dust Proof, Heart Rate Monitor"
127,Oppo Watch X2 (42mm),"₹13,999",,"Wi-Fi, Bluetooth 5.2, GPS, NFC, Voice Calling, 2 GB RAM, 32 GB Inbuilt, 1.3 inches Touch Display, Water Resistant, 50 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
128,Samsung Galaxy Watch 8 Classic,"₹44,999",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, Bluetooth Calling, 2 GB RAM, 64 GB Inbuilt, 1.34 inches Touch Display, Water Resistant, 50 m, 5ATM + IP68 / MIL-STD-810H, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
129,Cellecor E4 Edge Smartwatch,"₹1,299",,"Bluetooth 5.3, Bluetooth Calling, 1.52 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, Pedometer, Sleep Monitor, Step Count, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
130,Black Shark Watch X Pro Smartwatch,"₹9,999",67,"Wi-Fi, Bluetooth, GPS, 4G, VoLTE, Voice Calling, 1.75 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
131,Black Shark GS3 Sports Smartwatch,"₹8,999",59,"Bluetooth, GPS, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 50 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
132,Pebble Curve Smartwatch,"₹1,999",,"Bluetooth, Bluetooth Calling, 1.99 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
133,Fastrack Styler Classic Smartwatch,"₹2,199",,"Bluetooth 5.3, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
134,Fastrack Styler FS2 Pro Smartwatch,"₹5,999",56,"Bluetooth 5.3, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
135,Fastrack Styler FS1 Pro Smartwatch,"₹2,399",,"Bluetooth 5.3, Bluetooth Calling, 1.97 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
136,boAt Lunar Orbit Smartwatch,"₹1,899",,"Bluetooth 5.3, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
137,Boult Crown R Pro 2 Smartwatch,"₹2,499",,"Bluetooth 5.2, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 1 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
138,PunnkFunnk H9 LAXA Smartwatch,₹931,53,"Bluetooth 5.0, Bluetooth Calling, 1 GB RAM, 512 MB Inbuilt, 2.01 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Sleep Monitor, Calorie Count, Step Count"
139,Fastrack Radiant FX4 Smartwatch,"₹5,495",51,"Bluetooth 5.3, Bluetooth Calling, 1.51 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
140,Corseca Sprint Pro Smartwatch,"₹8,999",52,"Bluetooth 5.4, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 6 days Battery"
141,Fastrack Noir Pro Smartwatch,"₹5,495",,"Bluetooth, Bluetooth Calling, 1.18 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 5 days Battery"
142,Fastrack Discovery Smartwatch,"₹5,399",51,"Bluetooth 5.3, GPS, Bluetooth Calling, 1.95 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Step Count, 5 days Battery"
143,boAt Wave Call 2 Plus Smartwatch,"₹1,449",54,"Bluetooth, Bluetooth Calling, 196 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
144,Google Pixel Watch 5,"₹25,999",76,"Wi-Fi, Bluetooth 5.0, GPS, NFC, Bluetooth Calling, 1.5 inches Touch Display, Water Resistant, 50 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
145,Google Pixel Watch 4 (45mm),"₹33,699",,"Wi-Fi, Bluetooth 6.0, GPS, NFC, Bluetooth Calling, 2 GB RAM, 32 GB Inbuilt, 1.4 inches Touch Display, Water Resistant, 50 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
146,Garmin Fenix 8 SE Smartwatch,"₹86,990",,"Wi-Fi, Bluetooth, VoLTE, Bluetooth Calling, 1.3 inches Touch Display, Water Resistant, 10 m, 10ATM, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
147,Noise NoiseFit Diva 2 Smartwatch,"₹3,999",,"Bluetooth, Bluetooth Calling, 1.45 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 6 days Battery"
148,Sekyo Mario Kids Smartwatch,"₹7,699",52,"Bluetooth, GPS, 3G, 4G, VoLTE, Voice Calling, 1.32 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
149,Apple Watch Ultra 4,"₹95,999",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, 3G, 4G, VoLTE, Voice Calling, 2 GB RAM, 64 GB Inbuilt, 1.95 inches Touch Display, Water Resistant, 100 m, Scratch Resistant, Dust Proof, Heart Rate Monitor"
150,Fastrack Styler X2 Plus Smartwatch,"₹2,995",,"Bluetooth 5.3, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 5 days Battery"
151,Cellecor Hype Smartwatch,₹899,,"Bluetooth 4.0, Bluetooth Calling, 1.5 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
152,Cellecor Flex Smartwatch,₹999,,"Bluetooth 5.1, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, 1.5 m, IPX5, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
153,itel Alpha Smartwatch,₹799,54,"Bluetooth 5.3, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
154,Xiaomi Watch S4 Sport,"₹4,999",55,"Bluetooth 5.2, GPS, NFC, Voice Calling, 1.43 inches Touch Display, Water Resistant, 40 m, 5ATM, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Step Count, 7 days Battery"
155,Pebble Rise Pro Smartwatch,"₹2,299",,"Bluetooth, Bluetooth Calling, 1.71 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, Pedometer, Sleep Monitor, Step Count, 6 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
156,Realme Watch 4 Pro,"₹5,999",51,"Bluetooth 5.3, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
157,Huawei Watch Ultimate Green Edition,"₹82,999",,"Bluetooth 5.2, GPS, NFC, Bluetooth Calling, 1.5 inches Touch Display, Water Resistant, 100 m, 10ATM, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
158,Fireboltt Clickk Smartwatch (4GB),"₹3,799",70,"Wi-Fi, Bluetooth, GPS, Voice Calling, 4 GB RAM, 16 GB Inbuilt, 2.13 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Cortex CPU"
159,Huawei Watch GT 5 Pro 42mm,"₹34,999",69,"Wi-Fi, Bluetooth 5.2, GPS, NFC, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, 8 days Battery"
160,Huawei Watch Ultimate Green Edition,"₹82,999",,"Bluetooth 5.2, GPS, NFC, Bluetooth Calling, 1.5 inches Touch Display, Water Resistant, 100 m, 10ATM, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
161,Fireboltt Clickk Smartwatch (4GB),"₹3,799",70,"Wi-Fi, Bluetooth, GPS, Voice Calling, 4 GB RAM, 16 GB Inbuilt, 2.13 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Cortex CPU"
162,Huawei Watch GT 5 Pro 42mm,"₹34,999",69,"Wi-Fi, Bluetooth 5.2, GPS, NFC, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, 8 days Battery"
163,Huawei Watch GT 5 Pro 46mm,"₹29,999",75,"Wi-Fi, Bluetooth 5.2, GPS, NFC, 1.43 inches Touch Display, Water Resistant, 50 m, IP69K, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
164,Timex Smart NexGen Smartwatch,"₹4,497",52,"Bluetooth 5.3, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 1 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
165,Fastrack Revoltt Classic Smartwatch,"₹2,299",,"Bluetooth 5.3, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
166,Fastrack Revoltt Pro Smartwatch,"₹2,499",53,"Bluetooth 5.4, Bluetooth Calling, 1.97 inches Touch Display, Water Resistant, 1.5 m, IP68, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count"
167,Fastrack Limitless FS2 Classic Smartwatch,"₹2,218",,"Bluetooth 5.3, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
168,Fastrack Astor FR2 Pro Smartwatch,"₹3,089",,"Bluetooth 5.3, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
169,Fastrack Revoltt FR2 Smartwatch,"₹1,799",,"Bluetooth 5.3, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
170,Fastrack Optimus 2 Pro Smartwatch,"₹2,599",51,"Bluetooth 5.3, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
171,Apple Watch Series 10 42mm Titanium (GPS+Cellular),"₹84,900",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, 3G, 4G, Voice Calling, 64 GB Inbuilt, 1.53 inches Touch Display, Water Resistant, 50 m, WR50, IP6X, Scratch Resistant, Dust Proof, Heart Rate Monitor"
172,Apple Watch Series 10 46mm (GPS),"₹43,900",,"Wi-Fi, Bluetooth 5.3, GPS, NFC, 3G, 4G, Bluetooth Calling, 64 GB Inbuilt, 1.89 inches Touch Display, Water Resistant, 50 m, WR50, IP6X, Scratch Resistant, Dust Proof, Heart Rate Monitor"
173,boAT Storm Call 3 Plus Smartwatch,"₹1,149",,"Bluetooth, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
174,Sekyo Carepal Pro Plus 4G Smartwatch,"₹5,039",55,"GPS, 3G, 4G, VoLTE, Voice Calling, 512 MB RAM, 1 GB Inbuilt, 1.54 inches Touch Display, Water Resistant, Scratch Resistant, Pedometer, Sleep Monitor, Step Count"
175,boAt Enigma Gem Smartwatch,"₹2,799",52,"Bluetooth, Bluetooth Calling, 1.18 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
176,boAt Enigma Radiant Smartwatch,"₹2,689",56,"Bluetooth 5.3, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
177,boAt Ultima Regal Smartwatch,"₹2,199",55,"Bluetooth, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
178,Pebble Orbit Smartwatch,"₹1,799",,"Bluetooth, Bluetooth Calling, 1.52 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
179,Fastrack Revoltt FS2 Plus Smartwatch,"₹1,599",,"Bluetooth 5.2, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
